year,round,constructorId,points,wins,position
2022,9,aston_martin,16,0,8
2022,9,haas,15,0,9
2022,9,williams,3,0,10
2022,10,red_bull,328,7,1
2022,10,ferrari,265,3,2
2022,10,mercedes,204,0,3
2022,10,mclaren,73,0,4
2022,10,alpine,67,0,5
2022,10,alfa,51,0,6
2022,10,alphatauri,27,0,7
2022,10,haas,20,0,8
2022,10,aston_martin,18,0,9
2022,10,williams,3,0,10
2022,11,red_bull,359,7,1
2022,11,ferrari,303,4,2
2022,11,mercedes,237,0,3
2022,11,mclaren,81,0,4
2022,11,alpine,81,0,5
2022,11,alfa,51,0,6
2022,11,haas,34,0,7
2022,11,alphatauri,27,0,8
2022,11,aston_martin,18,0,9
2022,11,williams,3,0,10
2022,12,red_bull,396,8,1
2022,12,ferrari,314,4,2
2022,12,mercedes,270,0,3
2022,12,alpine,93,0,4
2022,12,mclaren,89,0,5
2022,12,alfa,51,0,6
2022,12,haas,34,0,7
2022,12,alphatauri,27,0,8
2022,12,aston_martin,19,0,9
2022,12,williams,3,0,10
2022,13,red_bull,431,9,1
2022,13,ferrari,334,4,2
2022,13,mercedes,304,0,3
2022,13,alpine,99,0,4
2022,13,mclaren,95,0,5
2022,13,alfa,51,0,6
2022,13,haas,34,0,7
2022,13,alphatauri,27,0,8
2022,13,aston_martin,20,0,9
2022,13,williams,3,0,10
2022,14,red_bull,475,10,1
2022,14,ferrari,357,4,2
2022,14,mercedes,316,0,3
2022,14,alpine,115,0,4
2022,14,mclaren,95,0,5
2022,14,alfa,51,0,6
2022,14,haas,34,0,7
2022,14,alphatauri,29,0,8
2022,14,aston_martin,24,0,9
2022,14,williams,4,0,10
2022,15,red_bull,511,11,1
2022,15,ferrari,376,4,2
2022,15,mercedes,346,0,3
2022,15,alpine,125,0,4
2022,15,mclaren,101,0,5
2022,15,alfa,51,0,6
2022,15,haas,34,0,7
2022,15,alphatauri,29,0,8
2022,15,aston_martin,25,0,9
2022,15,williams,4,0,10
2022,16,red_bull,545,12,1
2022,16,ferrari,406,4,2
2022,16,mercedes,371,0,3
2022,16,alpine,125,0,4
2022,16,mclaren,107,0,5
2022,16,alfa,52,0,6
2022,16,haas,34,0,7
2022,16,alphatauri,33,0,8
2022,16,aston_martin,25,0,9
2022,16,williams,6,0,10
2022,17,red_bull,576,13,1
2022,17,ferrari,439,4,2
2022,17,mercedes,373,0,3
2022,17,mclaren,129,0,4
2022,17,alpine,125,0,5
2022,17,alfa,52,0,6
2022,17,aston_martin,37,0,7
2022,17,haas,34,0,8
2022,17,alphatauri,34,0,9
2022,17,williams,6,0,10
2022,18,red_bull,619,14,1
2022,18,ferrari,454,4,2
2022,18,mercedes,387,0,3
2022,18,alpine,143,0,4
2022,18,mclaren,130,0,5
2022,18,alfa,52,0,6
2022,18,aston_martin,45,0,7
2022,18,haas,34,0,8
2022,18,alphatauri,34,0,9
2022,18,williams,8,0,10
2022,19,red_bull,656,15,1
2022,19,ferrari,469,4,2
2022,19,mercedes,416,0,3
2022,19,alpine,149,0,4
2022,19,mclaren,138,0,5
2022,19,alfa,52,0,6
2022,19,aston_martin,49,0,7
2022,19,haas,36,0,8
2022,19,alphatauri,35,0,9
2022,19,williams,8,0,10
2022,20,red_bull,696,16,1
2022,20,ferrari,487,4,2
2022,20,mercedes,447,0,3
2022,20,alpine,153,0,4
2022,20,mclaren,146,0,5
2022,20,alfa,53,0,6
2022,20,aston_martin,49,0,7
2022,20,haas,36,0,8
2022,20,alphatauri,35,0,9
2022,20,williams,8,0,10
2022,21,red_bull,719,16,1
2022,21,ferrari,524,4,2
2022,21,mercedes,505,1,3
2022,21,alpine,167,0,4
2022,21,mclaren,148,0,5
2022,21,alfa,55,0,6
2022,21,aston_martin,50,0,7
2022,21,haas,37,0,8
2022,21,alphatauri,35,0,9
2022,21,williams,8,0,10
2022,22,red_bull,759,17,1
2022,22,ferrari,554,4,2
2022,22,mercedes,515,1,3
2022,22,alpine,173,0,4
2022,22,mclaren,159,0,5
2022,22,alfa,55,0,6
2022,22,aston_martin,55,0,7
2022,22,haas,37,0,8
2022,22,alphatauri,35,0,9
2022,22,williams,8,0,10
2023,1,red_bull,43,1,1
2023,1,aston_martin,23,0,2
2023,1,mercedes,16,0,3
2023,1,ferrari,12,0,4
2023,1,alfa,4,0,5
2023,1,alpine,2,0,6
2023,1,williams,1,0,7
2023,1,alphatauri,0,0,8
2023,1,haas,0,0,9
2023,1,mclaren,0,0,10
2023,2,red_bull,87,2,1
2023,2,aston_martin,38,0,2
2023,2,mercedes,38,0,3
2023,2,ferrari,26,0,4
2023,2,alpine,8,0,5
2023,2,alfa,4,0,6
2023,2,haas,1,0,7
2023,2,williams,1,0,8
2023,2,alphatauri,0,0,9
2023,2,mclaren,0,0,10
2023,3,red_bull,123,3,1
2023,3,aston_martin,65,0,2
2023,3,mercedes,56,0,3
2023,3,ferrari,26,0,4
2023,3,mclaren,12,0,5
2023,3,alpine,8,0,6
2023,3,haas,7,0,7
2023,3,alfa,6,0,8
2023,3,alphatauri,1,0,9
2023,3,williams,1,0,10
2023,4,red_bull,180,4,1
2023,4,aston_martin,87,0,2
2023,4,mercedes,76,0,3
2023,4,ferrari,62,0,4
2023,4,mclaren,14,0,5
2023,4,alpine,8,0,6
2023,4,haas,7,0,7
2023,4,alfa,6,0,8
2023,4,alphatauri,2,0,9
2023,4,williams,1,0,10
2023,5,red_bull,224,5,1
2023,5,aston_martin,102,0,2
2023,5,mercedes,96,0,3
2023,5,ferrari,78,0,4
2023,5,mclaren,14,0,5
2023,5,alpine,14,0,6
2023,5,haas,8,0,7
2023,5,alfa,6,0,8
2023,5,alphatauri,2,0,9
2023,5,williams,1,0,10
2023,6,red_bull,249,6,1
2023,6,aston_martin,120,0,2
2023,6,mercedes,119,0,3
2023,6,ferrari,90,0,4
2023,6,alpine,35,0,5
2023,6,mclaren,17,0,6
2023,6,haas,8,0,7
2023,6,alfa,6,0,8
2023,6,alphatauri,2,0,9
2023,6,williams,1,0,10
2023,7,red_bull,287,7,1
2023,7,mercedes,152,0,2
2023,7,aston_martin,134,0,3
2023,7,ferrari,100,0,4
2023,7,alpine,40,0,5
2023,7,mclaren,17,0,6
2023,7,haas,8,0,7
2023,7,alfa,8,0,8
2023,7,alphatauri,2,0,9
2023,7,williams,1,0,10
2023,8,red_bull,321,8,1
2023,8,mercedes,167,0,2
2023,8,aston_martin,154,0,3
2023,8,ferrari,122,0,4
2023,8,alpine,44,0,5
2023,8,mclaren,17,0,6
2023,8,alfa,9,0,7
2023,8,haas,8,0,8
2023,8,williams,7,0,9
2023,8,alphatauri,2,0,10
2023,9,red_bull,377,9,1
2023,9,mercedes,178,0,2
2023,9,aston_martin,175,0,3
2023,9,ferrari,154,0,4
2023,9,alpine,47,0,5
2023,9,mclaren,29,0,6
2023,9,haas,11,0,7
2023,9,alfa,9,0,8
2023,9,williams,7,0,9
2023,9,alphatauri,2,0,10
2023,10,red_bull,411,10,1
2023,10,mercedes,203,0,2
2023,10,aston_martin,181,0,3
2023,10,ferrari,157,0,4
2023,10,mclaren,59,0,5
2023,10,alpine,47,0,6
2023,10,williams,11,0,7
2023,10,haas,11,0,8
2023,10,alfa,9,0,9
2023,10,alphatauri,2,0,10
2023,11,red_bull,452,11,1
2023,11,mercedes,223,0,2
2023,11,aston_martin,184,0,3
2023,11,ferrari,167,0,4
2023,11,mclaren,87,0,5
2023,11,alpine,47,0,6
2023,11,williams,11,0,7
2023,11,haas,11,0,8
2023,11,alfa,9,0,9
2023,11,alphatauri,2,0,10
2023,12,red_bull,503,12,1
2023,12,mercedes,247,0,2
2023,12,aston_martin,196,0,3
2023,12,ferrari,191,0,4
2023,12,mclaren,103,0,5
2023,12,alpine,57,0,6
2023,12,williams,11,0,7
2023,12,haas,11,0,8
2023,12,alfa,9,0,9
2023,12,alphatauri,3,0,10
2023,13,red_bull,540,13,1
2023,13,mercedes,255,0,2
2023,13,aston_martin,215,0,3
2023,13,ferrari,201,0,4
2023,13,mclaren,111,0,5
2023,13,alpine,73,0,6
2023,13,williams,15,0,7
2023,13,haas,11,0,8
2023,13,alfa,9,0,9
2023,13,alphatauri,3,0,10
2023,14,red_bull,583,14,1
2023,14,mercedes,273,0,2
2023,14,ferrari,228,0,3
2023,14,aston_martin,217,0,4
2023,14,mclaren,115,0,5
2023,14,alpine,73,0,6
2023,14,williams,21,0,7
2023,14,haas,11,0,8
2023,14,alfa,10,0,9
2023,14,alphatauri,3,0,10
2023,15,red_bull,597,14,1
2023,15,mercedes,289,0,2
2023,15,ferrari,265,1,3
2023,15,aston_martin,217,0,4
2023,15,mclaren,139,0,5
2023,15,alpine,81,0,6
2023,15,williams,21,0,7
2023,15,haas,12,0,8
2023,15,alfa,10,0,9
2023,15,alphatauri,5,0,10
2023,16,red_bull,623,15,1
2023,16,mercedes,305,0,2
2023,16,ferrari,285,1,3
2023,16,aston_martin,221,0,4
2023,16,mclaren,172,0,5
2023,16,alpine,84,0,6
2023,16,williams,21,0,7
2023,16,haas,12,0,8
2023,16,alfa,10,0,9
2023,16,alphatauri,5,0,10
2023,17,red_bull,657,16,1
2023,17,mercedes,326,0,2
2023,17,ferrari,298,1,3
2023,17,aston_martin,230,0,4
2023,17,mclaren,219,0,5
2023,17,alpine,90,0,6
2023,17,williams,23,0,7
2023,17,alfa,16,0,8
2023,17,haas,12,0,9
2023,17,alphatauri,5,0,10
2023,18,red_bull,706,17,1
2023,18,mercedes,344,0,2
2023,18,ferrari,322,1,3
2023,18,mclaren,242,0,4
2023,18,aston_martin,236,0,5
2023,18,alpine,100,0,6
2023,18,williams,26,0,7
2023,18,alfa,16,0,8
2023,18,haas,12,0,9
2023,18,alphatauri,10,0,10
2023,19,red_bull,731,18,1
2023,19,mercedes,371,0,2
2023,19,ferrari,349,1,3
2023,19,mclaren,256,0,4
2023,19,aston_martin,236,0,5
2023,19,alpine,101,0,6
2023,19,williams,28,0,7
2023,19,alphatauri,16,0,8
2023,19,alfa,16,0,9
2023,19,haas,12,0,10
2023,20,red_bull,782,19,1
2023,20,mercedes,382,0,2
2023,20,ferrari,362,1,3
2023,20,mclaren,282,0,4
2023,20,aston_martin,261,0,5
2023,20,alpine,108,0,6
2023,20,williams,28,0,7
2023,20,alphatauri,21,0,8
2023,20,alfa,16,0,9
2023,20,haas,12,0,10
2023,21,red_bull,822,20,1
2023,21,mercedes,392,0,2
2023,21,ferrari,388,1,3
2023,21,mclaren,284,0,4
2023,21,aston_martin,273,0,5
2023,21,alpine,120,0,6
2023,21,williams,28,0,7
2023,21,alphatauri,21,0,8
2023,21,alfa,16,0,9
2023,21,haas,12,0,10
2023,22,red_bull,860,21,1
2023,22,mercedes,409,0,2
2023,22,ferrari,406,1,3
2023,22,mclaren,302,0,4
2023,22,aston_martin,280,0,5
2023,22,alpine,120,0,6
2023,22,williams,28,0,7
2023,22,alphatauri,25,0,8
2023,22,alfa,16,0,9
2023,22,haas,12,0,10
2024,1,red_bull,44,1,1
2024,1,ferrari,27,0,2
2024,1,mercedes,16,0,3
2024,1,mclaren,12,0,4
2024,1,aston_martin,3,0,5
2024,1,sauber,0,0,6
2024,1,haas,0,0,7
2024,1,rb,0,0,8
2024,1,williams,0,0,9
2024,1,alpine,0,0,10
2024,2,red_bull,87,2,1
2024,2,ferrari,49,0,2
2024,2,mclaren,28,0,3
2024,2,mercedes,26,0,4
2024,2,aston_martin,13,0,5
2024,2,haas,1,0,6
2024,2,williams,0,0,7
2024,2,sauber,0,0,8
2024,2,rb,0,0,9
2024,2,alpine,0,0,10
2024,3,red_bull,97,2,1
2024,3,ferrari,93,1,2
2024,3,mclaren,55,0,3
2024,3,mercedes,26,0,4
2024,3,aston_martin,25,0,5
2024,3,rb,6,0,6
2024,3,haas,4,0,7
2024,3,williams,0,0,8
2024,3,sauber,0,0,9
2024,3,alpine,0,0,10
2024,4,red_bull,141,3,1
2024,4,ferrari,120,1,2
2024,4,mclaren,69,0,3
2024,4,mercedes,34,0,4
2024,4,aston_martin,33,0,5
2024,4,rb,7,0,6
2024,4,haas,4,0,7
2024,4,williams,0,0,8
2024,4,sauber,0,0,9
2024,4,alpine,0,0,10
2024,5,red_bull,195,4,1
2024,5,ferrari,151,1,2
2024,5,mclaren,96,0,3
2024,5,mercedes,52,0,4
2024,5,aston_martin,40,0,5
2024,5,rb,7,0,6
2024,5,haas,5,0,7
2024,5,williams,0,0,8
2024,5,alpine,0,0,9
2024,5,sauber,0,0,10
2024,6,red_bull,239,4,1
2024,6,ferrari,187,1,2
2024,6,mclaren,124,1,3
2024,6,mercedes,64,0,4
2024,6,aston_martin,42,0,5
2024,6,rb,19,0,6
2024,6,haas,7,0,7
2024,6,alpine,1,0,8
2024,6,williams,0,0,9
2024,6,sauber,0,0,10
2024,7,red_bull,268,5,1
2024,7,ferrari,212,1,2
2024,7,mclaren,154,1,3
2024,7,mercedes,79,0,4
2024,7,aston_martin,44,0,5
2024,7,rb,20,0,6
2024,7,haas,7,0,7
2024,7,alpine,1,0,8
2024,7,williams,0,0,9
2024,7,sauber,0,0,10
2024,8,red_bull,276,5,1
2024,8,ferrari,252,2,2
2024,8,mclaren,184,1,3
2024,8,mercedes,96,0,4
2024,8,aston_martin,44,0,5
2024,8,rb,24,0,6
2024,8,haas,7,0,7
2024,8,williams,2,0,8
2024,8,alpine,2,0,9
2024,8,sauber,0,0,10
2024,9,red_bull,301,6,1
2024,9,ferrari,252,2,2
2024,9,mclaren,212,1,3
2024,9,mercedes,124,0,4
2024,9,aston_martin,58,0,5
2024,9,rb,28,0,6
2024,9,haas,7,0,7
2024,9,alpine,5,0,8
2024,9,williams,2,0,9
2024,9,sauber,0,0,10
2024,10,red_bull,330,7,1
2024,10,ferrari,270,2,2
2024,10,mclaren,237,1,3
2024,10,mercedes,151,0,4
2024,10,aston_martin,58,0,5
2024,10,rb,28,0,6
2024,10,alpine,8,0,7
2024,10,haas,7,0,8
2024,10,williams,2,0,9
2024,10,sauber,0,0,10
2024,11,red_bull,355,7,1
2024,11,ferrari,291,2,2
2024,11,mclaren,268,1,3
2024,11,mercedes,196,1,4
2024,11,aston_martin,58,0,5
2024,11,rb,30,0,6
2024,11,haas,19,0,7
2024,11,alpine,9,0,8
2024,11,williams,2,0,9
2024,11,sauber,0,0,10
2024,12,red_bull,373,7,1
2024,12,ferrari,302,2,2
2024,12,mclaren,295,1,3
2024,12,mercedes,221,2,4
2024,12,aston_martin,68,0,5
2024,12,rb,31,0,6
2024,12,haas,27,0,7
2024,12,alpine,9,0,8
2024,12,williams,4,0,9
2024,12,sauber,0,0,10
2024,13,red_bull,389,7,1
2024,13,mclaren,338,2,2
2024,13,ferrari,322,2,3
2024,13,mercedes,241,2,4
2024,13,aston_martin,69,0,5
2024,13,rb,33,0,6
2024,13,haas,27,0,7
2024,13,alpine,9,0,8
2024,13,williams,4,0,9
2024,13,sauber,0,0,10
2024,14,red_bull,408,7,1
2024,14,mclaren,366,2,2
2024,14,ferrari,345,2,3
2024,14,mercedes,266,3,4
2024,14,aston_martin,73,0,5
2024,14,rb,34,0,6
2024,14,haas,27,0,7
2024,14,alpine,11,0,8
2024,14,williams,4,0,9
2024,14,sauber,0,0,10
2024,15,red_bull,434,7,1
2024,15,mclaren,404,3,2
2024,15,ferrari,370,2,3
2024,15,mercedes,276,3,4
2024,15,aston_martin,74,0,5
2024,15,rb,34,0,6
2024,15,haas,27,0,7
2024,15,alpine,13,0,8
2024,15,williams,4,0,9
2024,15,sauber,0,0,10
2024,16,red_bull,446,7,1
2024,16,mclaren,438,3,2
2024,16,ferrari,407,3,3
2024,16,mercedes,292,3,4
2024,16,aston_martin,74,0,5
2024,16,rb,34,0,6
2024,16,haas,28,0,7
2024,16,alpine,13,0,8
2024,16,williams,6,0,9
2024,16,sauber,0,0,10
2024,17,mclaren,476,4,1
2024,17,red_bull,456,7,2
2024,17,ferrari,425,3,3
2024,17,mercedes,309,3,4
2024,17,aston_martin,82,0,5
2024,17,rb,34,0,6
2024,17,haas,29,0,7
2024,17,williams,16,0,8
2024,17,alpine,13,0,9
2024,17,sauber,0,0,10
2024,18,mclaren,516,5,1
2024,18,red_bull,475,7,2
2024,18,ferrari,441,3,3
2024,18,mercedes,329,3,4
2024,18,aston_martin,86,0,5
2024,18,rb,34,0,6
2024,18,haas,31,0,7
2024,18,williams,16,0,8
2024,18,alpine,13,0,9
2024,18,sauber,0,0,10
2024,19,mclaren,544,5,1
2024,19,red_bull,504,7,2
2024,19,ferrari,496,4,3
2024,19,mercedes,344,3,4
2024,19,aston_martin,86,0,5
2024,19,haas,38,0,6
2024,19,rb,36,0,7
2024,19,williams,17,0,8
2024,19,alpine,13,0,9
2024,19,sauber,0,0,10
2024,20,mclaren,566,5,1
2024,20,ferrari,537,5,2
2024,20,red_bull,512,7,3
2024,20,mercedes,366,3,4
2024,20,aston_martin,86,0,5
2024,20,haas,46,0,6
2024,20,rb,36,0,7
2024,20,williams,17,0,8
2024,20,alpine,14,0,9
2024,20,sauber,0,0,10
2024,21,mclaren,593,5,1
2024,21,ferrari,557,5,2
2024,21,red_bull,544,8,3
2024,21,mercedes,382,3,4
2024,21,aston_martin,86,0,5
2024,21,alpine,49,0,6
2024,21,haas,46,0,7
2024,21,rb,44,0,8
2024,21,williams,17,0,9
2024,21,sauber,0,0,10
2024,22,mclaren,608,5,1
2024,22,ferrari,584,5,2
2024,22,red_bull,555,8,3
2024,22,mercedes,425,4,4
2024,22,aston_martin,86,0,5
2024,22,haas,50,0,6
2024,22,alpine,49,0,7
2024,22,rb,46,0,8
2024,22,williams,17,0,9
2024,22,sauber,0,0,10
2024,23,mclaren,640,5,1
2024,23,ferrari,619,5,2
2024,23,red_bull,581,9,3
2024,23,mercedes,446,4,4
2024,23,aston_martin,92,0,5
2024,23,alpine,59,0,6
2024,23,haas,54,0,7
2024,23,rb,46,0,8
2024,23,williams,17,0,9
2024,23,sauber,4,0,10
2024,24,mclaren,666,6,1
2024,24,ferrari,652,5,2
2024,24,red_bull,589,9,3
2024,24,mercedes,468,4,4
2024,24,aston_martin,94,0,5
2024,24,alpine,65,0,6
2024,24,haas,58,0,7
2024,24,rb,46,0,8
2024,24,williams,17,0,9
2024,24,sauber,4,0,10
2025,1,mclaren,27,1,1
2025,1,mercedes,27,0,2
2025,1,red_bull,18,0,3
2025,1,williams,10,0,4
2025,1,aston_martin,8,0,5
2025,1,sauber,6,0,6
2025,1,ferrari,5,0,7
2025,1,alpine,0,0,8
2025,1,rb,0,0,9
2025,1,haas,0,0,10
2025,2,mclaren,78,2,1
2025,2,mercedes,57,0,2
2025,2,red_bull,36,0,3
2025,2,williams,17,0,4
2025,2,ferrari,17,0,5
2025,2,haas,14,0,6
2025,2,aston_martin,10,0,7
2025,2,sauber,6,0,8
2025,2,rb,3,0,9
2025,2,alpine,0,0,10
2025,3,mclaren,111,2,1
2025,3,mercedes,75,0,2
2025,3,red_bull,61,1,3
2025,3,ferrari,35,0,4
2025,3,williams,19,0,5
2025,3,haas,15,0,6
2025,3,aston_martin,10,0,7
2025,3,rb,7,0,8
2025,3,sauber,6,0,9
2025,3,alpine,0,0,10
2025,4,mclaren,151,3,1
2025,4,mercedes,93,0,2
2025,4,red_bull,71,1,3
2025,4,ferrari,57,0,4
2025,4,haas,20,0,5
2025,4,williams,19,0,6
2025,4,aston_martin,10,0,7
2025,4,rb,7,0,8
2025,4,alpine,6,0,9
2025,4,sauber,6,0,10
2025,5,mclaren,188,4,1
2025,5,mercedes,111,0,2
2025,5,red_bull,89,1,3
2025,5,ferrari,78,0,4
2025,5,williams,25,0,5
2025,5,haas,20,0,6
2025,5,aston_martin,10,0,7
2025,5,rb,8,0,8
2025,5,alpine,6,0,9
2025,5,sauber,6,0,10
2025,6,mclaren,246,5,1
2025,6,mercedes,141,0,2
2025,6,red_bull,105,1,3
2025,6,ferrari,94,0,4
2025,6,williams,37,0,5
2025,6,haas,20,0,6
2025,6,aston_martin,14,0,7
2025,6,rb,8,0,8
2025,6,alpine,7,0,9
2025,6,sauber,6,0,10
2025,7,mclaren,279,5,1
2025,7,mercedes,147,0,2
2025,7,red_bull,131,2,3
2025,7,ferrari,114,0,4
2025,7,williams,51,0,5
2025,7,haas,20,0,6
2025,7,aston_martin,14,0,7
2025,7,rb,10,0,8
2025,7,alpine,7,0,9
2025,7,sauber,6,0,10
2025,8,mclaren,319,6,1
2025,8,mercedes,147,0,2
2025,8,red_bull,143,2,3
2025,8,ferrari,142,0,4
2025,8,williams,54,0,5
2025,8,haas,26,0,6
2025,8,rb,22,0,7
2025,8,aston_martin,14,0,8
2025,8,alpine,7,0,9
2025,8,sauber,6,0,10
2025,9,mclaren,362,7,1
2025,9,ferrari,165,0,2
2025,9,mercedes,159,0,3
2025,9,red_bull,144,2,4
2025,9,williams,54,0,5
2025,9,rb,28,0,6
2025,9,haas,26,0,7
2025,9,sauber,16,0,8
2025,9,aston_martin,16,0,9
2025,9,alpine,11,0,10
2025,10,mclaren,374,7,1
2025,10,mercedes,199,1,2
2025,10,ferrari,183,0,3
2025,10,red_bull,162,2,4
2025,10,williams,55,0,5
2025,10,haas,28,0,6
2025,10,rb,28,0,7
2025,10,aston_martin,22,0,8
2025,10,sauber,20,0,9
2025,10,alpine,11,0,10
2025,11,mclaren,417,8,1
2025,11,ferrari,210,0,2
2025,11,mercedes,209,1,3
2025,11,red_bull,162,2,4
2025,11,williams,55,0,5
2025,11,rb,36,0,6
2025,11,haas,29,0,7
2025,11,aston_martin,28,0,8
2025,11,sauber,26,0,9
2025,11,alpine,11,0,10
2025,12,mclaren,460,9,1
2025,12,ferrari,222,0,2
2025,12,mercedes,210,1,3
2025,12,red_bull,172,2,4
2025,12,williams,59,0,5
2025,12,sauber,41,0,6
2025,12,rb,36,0,7
2025,12,aston_martin,36,0,8
2025,12,haas,29,0,9
2025,12,alpine,19,0,10
2025,13,mclaren,516,10,1
2025,13,ferrari,248,0,2
2025,13,mercedes,220,1,3
2025,13,red_bull,192,2,4
2025,13,williams,70,0,5
2025,13,sauber,43,0,6
2025,13,rb,41,0,7
2025,13,aston_martin,36,0,8
2025,13,haas,35,0,9
2025,13,alpine,20,0,10
2025,14,mclaren,559,11,1
2025,14,ferrari,260,0,2
2025,14,mercedes,236,1,3
2025,14,red_bull,194,2,4
2025,14,williams,70,0,5
2025,14,aston_martin,52,0,6
2025,14,sauber,51,0,7
2025,14,rb,45,0,8
2025,14,haas,35,0,9
2025,14,alpine,20,0,10
2025,15,mclaren,584,12,1
2025,15,ferrari,260,0,2
2025,15,mercedes,248,1,3
2025,15,red_bull,214,2,4
2025,15,williams,80,0,5
2025,15,aston_martin,62,0,6
2025,15,rb,60,0,7
2025,15,sauber,51,0,8
2025,15,haas,44,0,9
2025,15,alpine,20,0,10
2025,16,mclaren,617,12,1
2025,16,ferrari,280,0,2
2025,16,mercedes,260,1,3
2025,16,red_bull,239,3,4
2025,16,williams,86,0,5
2025,16,aston_martin,62,0,6
2025,16,rb,61,0,7
2025,16,sauber,55,0,8
2025,16,haas,44,0,9
2025,16,alpine,20,0,10
2025,17,mclaren,623,12,1
2025,17,mercedes,290,1,2
2025,17,ferrari,286,0,3
2025,17,red_bull,272,4,4
2025,17,williams,101,0,5
2025,17,rb,72,0,6
2025,17,aston_martin,62,0,7
2025,17,sauber,55,0,8
2025,17,haas,44,0,9
2025,17,alpine,20,0,10
2025,18,mclaren,650,12,1
2025,18,mercedes,325,2,2
2025,18,ferrari,298,0,3
2025,18,red_bull,290,4,4
2025,18,williams,102,0,5
2025,18,rb,72,0,6
2025,18,aston_martin,68,0,7
2025,18,sauber,55,0,8
2025,18,haas,46,0,9
2025,18,alpine,20,0,10
2025,19,mclaren,678,12,1
2025,19,mercedes,341,2,2
2025,19,ferrari,334,0,3
2025,19,red_bull,331,5,4
2025,19,williams,111,0,5
2025,19,rb,72,0,6
2025,19,aston_martin,69,0,7
2025,19,sauber,59,0,8
2025,19,haas,48,0,9
2025,19,alpine,20,0,10
2025,20,mclaren,713,13,1
2025,20,ferrari,356,0,2
2025,20,mercedes,355,2,3
2025,20,red_bull,346,5,4
2025,20,williams,111,0,5
2025,20,rb,72,0,6
2025,20,aston_martin,69,0,7
2025,20,haas,62,0,8
2025,20,sauber,60,0,9
2025,20,alpine,20,0,10
2025,21,mclaren,756,14,1
2025,21,mercedes,398,2,2
2025,21,red_bull,366,5,3
2025,21,ferrari,362,0,4
2025,21,williams,111,0,5
2025,21,rb,82,0,6
2025,21,aston_martin,72,0,7
2025,21,haas,70,0,8
2025,21,sauber,62,0,9
2025,21,alpine,22,0,10
2025,22,mclaren,756,14,1
2025,22,mercedes,431,2,2
2025,22,red_bull,391,6,3
2025,22,ferrari,378,0,4
2025,22,williams,121,0,5
2025,22,rb,90,0,6
2025,22,haas,73,0,7
2025,22,aston_martin,72,0,8
2025,22,sauber,68,0,9
2025,22,alpine,22,0,10
2025,23,mclaren,800,14,1
2025,23,mercedes,459,2,2
2025,23,red_bull,426,7,3
2025,23,ferrari,382,0,4
2025,23,williams,137,0,5
2025,23,rb,92,0,6
2025,23,aston_martin,80,0,7
2025,23,haas,73,0,8
2025,23,sauber,68,0,9
2025,23,alpine,22,0,10
2025,24,mclaren,833,14,1
2025,24,mercedes,469,2,2
2025,24,red_bull,451,8,3
2025,24,ferrari,398,0,4
2025,24,williams,137,0,5
2025,24,rb,92,0,6
2025,24,aston_martin,89,0,7
2025,24,haas,79,0,8
2025,24,sauber,70,0,9
2025,24,alpine,22,0,10
2026,1,mercedes,43,1,1
2026,1,ferrari,27,0,2
2026,1,mclaren,10,0,3
2026,1,red_bull,8,0,4
2026,1,haas,6,0,5
2026,1,rb,4,0,6
2026,1,audi,2,0,7
2026,1,alpine,1,0,8
2026,1,williams,0,0,9
2026,1,cadillac,0,0,10
2026,1,aston_martin,0,0,11
2026,2,mercedes,98,2,1
2026,2,ferrari,67,0,2
2026,2,mclaren,18,0,3
2026,2,haas,17,0,4
2026,2,red_bull,12,0,5
2026,2,rb,12,0,6
2026,2,alpine,10,0,7
2026,2,audi,2,0,8
2026,2,williams,2,0,9
2026,2,cadillac,0,0,10
2026,2,aston_martin,0,0,11
2026,3,mercedes,135,3,1
2026,3,ferrari,90,0,2
2026,3,mclaren,46,0,3
2026,3,haas,18,0,4
2026,3,alpine,16,0,5
2026,3,red_bull,16,0,6
2026,3,rb,14,0,7
2026,3,audi,2,0,8
2026,3,williams,2,0,9
2026,3,cadillac,0,0,10
2026,3,aston_martin,0,0,11
2026,4,mercedes,180,4,1
2026,4,ferrari,110,0,2
2026,4,mclaren,94,0,3
2026,4,red_bull,30,0,4
2026,4,alpine,23,0,5
2026,4,haas,18,0,6
2026,4,rb,14,0,7
2026,4,williams,5,0,8
2026,4,audi,2,0,9
2026,4,cadillac,0,0,10
2026,4,aston_martin,0,0,11
2026,5,mercedes,219,5,1
2026,5,ferrari,147,0,2
2026,5,mclaren,106,0,3
2026,5,red_bull,57,0,4
2026,5,alpine,35,0,5
2026,5,rb,21,0,6
2026,5,haas,19,0,7
2026,5,williams,7,0,8
2026,5,audi,2,0,9
2026,5,cadillac,0,0,10
2026,5,aston_martin,0,0,11
2026,6,mercedes,244,6,1
2026,6,ferrari,165,0,2
2026,6,mclaren,116,0,3
2026,6,red_bull,69,0,4
2026,6,alpine,50,0,5
2026,6,rb,35,0,6
2026,6,haas,21,0,7
2026,6,williams,11,0,8
2026,6,audi,2,0,9
2026,6,aston_martin,1,0,10
2026,6,cadillac,0,0,11
2026,7,mercedes,262,6,1
2026,7,ferrari,190,1,2
2026,7,mclaren,141,0,3
2026,7,red_bull,89,0,4
2026,7,alpine,57,0,5
2026,7,rb,41,0,6
2026,7,haas,21,0,7
2026,7,williams,11,0,8
